# Omitting opcode pairs seen zero times during compilation
opcode,next opcode,counts
LOAD_FIELD,ASSERT_FUNC,44
LOAD_LOCAL,LOAD_FIELD,43
ASSERT_FUNC,LOAD_LOCAL,39
LOAD_GLOBAL,LOAD_GLOBAL,37
LOAD_LOCAL,CALL,26
CALL,RETURN,21
LOAD_GLOBAL,ASSERT_FUNC,19
DUPE,STORE_GLOBAL,19
CREATE_FUNC,DUPE,17
POP,LOAD_LOCAL,15
ASSERT_FUNC,CALL,14
LOAD_LOCAL,LOAD_LOCAL,11
LOAD_CONST,CALL,10
CALL,CALL,10
DUPE,STORE_LOCAL,9
DUPE,STORE_FIELD,8
LOAD_LOCAL,LOAD_CONST,8
SWAP,DUPE,8
STORE_LOCAL,POP,8
STORE_FIELD,POP,7
LOAD_FIELD,LOAD_FIELD,7
LOAD_CONST,LOAD_CONST,7
POP,LOAD_GLOBAL,7
ASSERT_FUNC,LOAD_GLOBAL,6
CALL,JUMP_IF_FALSE,6
JUMP_IF_FALSE,LOAD_GLOBAL,6
LOAD_LOCAL,LOAD_GLOBAL,5
JUMP_IF_FALSE_PEEK,LOAD_LOCAL,5
CALL,DUPE,5
CALL,POP,5
CALL,JUMP_IF_FALSE_PEEK,5
JUMP,LOAD_CONST,4
ASSERT_FUNC,LOAD_CONST,4
CREATE_LIST,SWAP,4
CALL,LOAD_LOCAL,4
LOAD_GLOBAL,RETURN,4
LOAD_CONST,SWAP,4
LOAD_GLOBAL,CREATE_LIST,3
CALL,LOAD_CONST,3
LOAD_CONST,POP,3
POP,JUMP,3
LOAD_CONST,DUPE,3
LOAD_GLOBAL,CALL,3
JUMP,LOAD_GLOBAL,3
LOAD_GLOBAL,JUMP,3
JUMP,POP,3
CALL,JUMP,2
RETURN,JUMP,2
LOAD_LOCAL,RETURN,2
JUMP_IF_FALSE,LOAD_LOCAL,1
LOAD_GLOBAL,LOAD_FIELD,1
LOAD_CONST,RAISE,1
LOAD_CONST,CREATE_CLASS,1
LOAD_CONST,CREATE_LIST,1
STORE_FIELD,RETURN_INIT,1
STORE_LOCAL,JUMP,1
LOAD_LOCAL,JUMP_IF_FALSE_PEEK,1
POP,LOAD_CONST,1
LOAD_LOCAL,JUMP_IF_FALSE,1
JUMP_IF_FALSE_PEEK,LOAD_GLOBAL,1
CREATE_CLASS,DUPE,1
CREATE_OBJECT,DUPE,1
JUMP,LOAD_LOCAL,1
LOAD_GLOBAL,JUMP_IF_FALSE,1
LOAD_GLOBAL,CREATE_OBJECT,1
JUMP_IF_FALSE,LOAD_CONST,1
RAISE,RETURN,1
LOAD_GLOBAL,DUPE,1
CALL,LOAD_GLOBAL,1
